제목,날짜,작성자,작성일,댓글
"'침통' 민주, 쇄신책 고심…'환호' 국민의힘, 새판 짜기",2021-04-08 06:11:00,2492462*,2021-04-08 08:50:53,"여당도 집권당이라고 너무 헐렁했지...정신바짝 차리고 열심히 하세요...
대충대충...최전선에서 뛰는사람은 몇 없고...뒷짐지고 수수방관....
이러다가 다 뒤집어 집니다..."
"안철수, 국민청원 ""윤석열의 마음으로…LH 검찰수사 촉구""",2021-03-13 16:14:00,박광*,2021-03-15 00:15:16,조만간 당이름을 *석열의당*으로 바꿀 듯.
"안철수, 국민청원 ""윤석열의 마음으로…LH 검찰수사 촉구""",2021-03-13 16:14:00,조동*,2021-03-14 10:33:36,MB 아바타 놈 !!!
"안철수, 국민청원 ""윤석열의 마음으로…LH 검찰수사 촉구""",2021-03-13 16:14:00,Justso*,2021-03-13 23:58:07,"윤씨가 정치를 시작하겟다면,
피해야 할 첫번째 인물이 ""안철수""다

왜, 무엇 때문에 ""동지""라는 수 많은 사람들이
안철수 곁을 떠낫을까.

안철수로부터 구애받고 ""팽당한 인물들""을
생각하면 많은 설명이 필요 없다.
최근의 손학규와 안철수의 시작과 끝을 봐라.
안철수는 ""야비한 인간"", 그 이상도 그 아하도 아니다.
절대 그에게 정치할 여건을 줘선 안된다."
"안철수, 국민청원 ""윤석열의 마음으로…LH 검찰수사 촉구""",2021-03-13 16:14:00,이창*,2021-03-13 20:26:12,"창피하다.정말!
나 보다 돈 많고 더 공부하고 그런사람인건 알겠는데
어떻게 생각은 개 되지만도 못한지"
"안철수, 국민청원 ""윤석열의 마음으로…LH 검찰수사 촉구""",2021-03-13 16:14:00,냥*,2021-03-13 20:16:15,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

와 ㅋㅋ

범이 내려온다 이후로 또 빵터졌다 ㅋㅋㅋㅋ

아 어캐.

나 철수씨한테 빠질거같아 ㅋㅋㅋㅋㅋ"
"국민의당 구혁모 최고위원 ""김종인, 애초에 범죄자 신분…구태 정치인의 표본""",2021-04-12 10:22:00,윤성*,2021-04-13 23:15:14,"국짐당답구나
지덜이 잘해서 이간것도 아닌데
벌써 오만함이 하늘을 찌르는구나"
"오세훈, 국민의당은 '안철수 사당'…'김종인 상왕론'은 이간질",2021-03-18 17:20:00,김영*,2021-03-19 09:56:25,이번엔 내기 안하냐? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
"김종인 ""국민의힘에 절대 안 가…윤석열도 국민의힘 안 갈 것""",2021-04-13 19:17:00,윤성*,2021-04-13 23:10:49,안초딩입니꽉
"장제원 ""김종인, 당이 안붙잡아 삐쳤나?…나가자마자 당 흔들어""",2021-04-12 10:45:00,김효*,2021-04-12 15:20:28,김종인같은 정치꾼은 정당에 유리하고 국가에 해롭다.
"""사사건건 감놔라 배놔라""…""기고만장"" 국민의힘 중진들 김종인 비판",2021-04-12 16:11:00,Justso*,2021-04-13 01:19:42,"국민으로부터 ""애비와 새끼""가 어쩜 저리
기고만장하냐고 질타를 받는 장제원 짜리에게
기고만장을 다시 배우고,
손녀딸년 같은 정치판 애송이에게 멱살 잡혀
나잇값하라는 핀잔과 충고를 듣는 김종인 옹은,
.
.
뭣이 민주당과 국짐이 다른 지 느꼇을까.
.
.
어느 극단이 연출한 ""머주고 뺨 맞다""의 주연이
된 김 옹과 저애들..
.
."
"""사사건건 감놔라 배놔라""…""기고만장"" 국민의힘 중진들 김종인 비판",2021-04-12 16:11:00,박현*,2021-04-12 20:41:10,이긴놈도 싸우고... 진놈들도 싸우고 ... 이놈의 정치
"""사사건건 감놔라 배놔라""…""기고만장"" 국민의힘 중진들 김종인 비판",2021-04-12 16:11:00,민순*,2021-04-12 19:43:51,"홍문표가 아니라 홍준표 겠지요.
다른기사에도 같은내용 많더만 제대로 표기하셔야할듯~"
"""사사건건 감놔라 배놔라""…""기고만장"" 국민의힘 중진들 김종인 비판",2021-04-12 16:11:00,이찬*,2021-04-12 19:20:09,"물에 빠진놈들 건져 줬더니 .... 그 할배 아니었음 당신들 전멸했어.... 역시 반성이 없군, 지들이 잘 해서 이번 선거 이긴줄 아나보네.
대선에서 철퇴 맞기 전에 잘 해라 국힘아.
니들 좋아서 찍어 준거 아니다.
보수라고 니들 좋아 할 줄 아나? 썩은 보수를 누가 좋아 하누..."
[국회M부스] 대선 D-1년②: 정권 교체의 방정식은?,2021-03-14 09:42:00,박기*,2021-04-04 11:38:24,"억압이냐 탄압이냐
대화냐 갈림길에서
우리는 과연 어떤선택권이 있는가
역사의 흐름은 대화와타협을 이르며
공생관계를 유지하는것이다"
[국회M부스] 대선 D-1년②: 정권 교체의 방정식은?,2021-03-14 09:42:00,박선*,2021-03-14 17:38:14,"유튜브에서 131270thebest를 검색시청하시면 신의 존재증명, 악의 존재이유, 이긴자와 144000, 천국 과 지옥, 축복 과 저주, 요한계시록, 최후의 심판, 양심과 **, 유일신, 정의, ** 받는법, 기도하는법, 성령 받는법 등등 설명을 들을 수 있습니다."
[국회M부스] 대선 D-1년②: 정권 교체의 방정식은?,2021-03-14 09:42:00,김태*,2021-03-14 14:56:25,언론이 너무 석열이를 뛰우내
[국회M부스] 대선 D-1년②: 정권 교체의 방정식은?,2021-03-14 09:42:00,고숙*,2021-03-14 14:26:31,"앞으로 국민의적 친일역적 들에게 정권 넘어갈일은 없다, 지난날에는 토착왜구들에 게 속아서 그래지만, 친일역적들에게 쇄뇌교육 받았던 늙은이들 죽으면 속아넘어갈 국민들은 없다."
[국회M부스] 대선 D-1년②: 정권 교체의 방정식은?,2021-03-14 09:42:00,최재*,2021-03-14 11:51:09,"""우리는 댓통선거하기 위한 역사적 사명을 띠고 이 땅에 태어 났다!"" 레알?"
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,12651373*,2021-04-11 12:10:14,"( 외톨이참새)
넝감태기.... 세상 헛살지는 않았군....
세상보는 눈이 정확한걸보니....
난 이 넝감태기가 대권욕이 있나했더니 아닌것같군.
세상보는 눈이 있는 사람은 큰것을 버릴줄도 아는 법이지.
난 문통이 대선직전에 윗니를 드러내고 웃는 사진이 언론마다 나오는것을 보고는, 탄핵이라는 엄중한 시기에 대통령이 될것같으니 저리도 좋은가 하는 의문에 철수를 찍었었지...
아니나 다를까 능력도 자질도 부족한 자가 촛불국민의 여망을 저버렸으니...
만약, 넝감태기가 젊은후보를 추천한다면 여의도연**장이었던 그런사람을 추천했으면 좋겠다."
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,Ck yooncki*,2021-04-11 22:19:21,계속 외톨이 해라. 지지하는 후보 이름도 못 밝히는 위인이 무슨....아무 것도 못한다. 국짐은 피가 더러워
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,한슬마*,2021-04-11 11:55:29,"** 김 종인 이 분은 현 정치의 스승이시다.
정치 지도자들은 이 분을 보고 배워야한다.

** 대통령 임기를 고정하지 말고 홀수 해에 종합 평가해서 미달이면 그 해로 끝내고,
평가가 높으면 9년까지 연장 할 수 있게 제도를 만들어야 한다."
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,별당머*,2021-04-18 12:19:47,초등학교반장선거인가
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,김상*,2021-04-11 11:47:17,"김종인 전위원장의 말이 백번 지당하네요
응원합니다
진정한 보수는 깔끔한 노선을 갖고 있어야 합니다"
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,"OH, DONGHYU*",2021-04-11 11:57:55,"국짐당은 그냥 정치 협잡꾼 집단이지 보수가 아니지요.
민주당이 이미 기득권층이 되어버려 보수로 변질되었고요."
"김종인 ""국민의힘, 무슨 대통합 타령…바깥 기웃거리지 말라""",2021-04-11 09:16:00,558264*,2021-04-11 11:37:18,간만에 옳은 말씀을 하시네
"[국회M부스] ""재질문 효과 톡톡히 본 오세훈""…안철수에도 승리할까",2021-03-05 11:36:00,강창*,2021-03-08 22:06:22,야당대권 후보가 서울시장후보에 나선격이네!
"[국회M부스] ""재질문 효과 톡톡히 본 오세훈""…안철수에도 승리할까",2021-03-05 11:36:00,김철*,2021-03-07 20:54:54,"아. 진짜 인물이 없나. 권력이 그렇게 탐나나.
막장이군"
"[국회M부스] ""재질문 효과 톡톡히 본 오세훈""…안철수에도 승리할까",2021-03-05 11:36:00,신동*,2021-03-05 13:40:07,"이제 국힘당 대표로 복귀하셔야지요.
어차피 국민 밉상이 청와대 가기엔 역부족이니, 당 간판으로 나서서 다음 대권 후보를 좌지 우지 하시고
또 한번 민주당에게 청와대를 선물로 상납해야지요."
"[국회M부스] ""재질문 효과 톡톡히 본 오세훈""…안철수에도 승리할까",2021-03-05 11:36:00,박준*,2021-03-05 12:35:56,"어차피 안 될 애들끼리 대가리 들이미는 건데,
좋~댄다."
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,신명*,2021-03-28 07:08:02,"더불어만진당 때뭉에 보궐선거
후보내지 않겠다던 당론 바꾸고 나온사람
원칙, 기준, 논리도 없는 당

기회는 평등
과정은 공정
결과는 정의
진보를 가장한 좌파들이 선전선동 하던 말
언론계 출신들 말로하는정치는 명품 현실정치는 함량미달도 안되는 저질
스스로 목숨을 끊고 명예를 지켜야 한다"
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,김진*,2021-03-28 07:04:08,놀랍군요. 여긴 아직도 정신 못차리고 민주당 지지하시는 분들이 이렇게나 많은지? 진짜 알바가 아니라면 정말 큰일이네요. 피같은 우리 세금으로 왜 보궐선거를 하는지. 얼마나 양심없는 내로남불당인지 다시한번 생각이란걸 해보시길요
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,임홍*,2021-03-28 06:59:47,우리는 과거에 국힘당과 오세훈이 한 짓을 알고 있습니다. 뿌리깊게 자리잡고 있는 기득권의 방패 노릇을 하는 국힘당에 지지를 보낸다면 우리는 또 그들에게 놀아나는 꼴이 될뿐입니다.
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,김영*,2021-03-28 05:58:23,"박영선 은 선명하다
박영선 은 똑똑하다
박영선 은 공정하다
박영선 은 확실하다
박영선 은 미래가밝다
서울시장 은 박영선 뿐이다"
부동산 민심 격돌…'달래기' vs '파고들기',2021-03-27 19:59:00,최훈*,2021-03-28 04:09:02,재건축 재개발을 전부 허용하면 물론 일시적으로 투기판되겟지 하지만 장기적관점으로 보면 시세안정에 유익하다는건 이미 지난 10년 증명됬지.. 땅투기가 가장많은시기는 엄연히 이명박근혜때 라는것을 누구나 다아는 사실 하지만 현실은 폭등 폭락을 반복하며 박스권 이었지.. 거래량도 매우 활발했고.. 그러나 박원순 당선되고 공급자체를 부정해버리고 문재인 정부들어서면서 온갓 규제와 투기세력잡는다면서 각종 세금 폭등시키고 거래량은 소멸되어버리고 신규공급도없으니 기존건축물들은 저절로 우상향하며 패닉바잉을 부추겻지..
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,hongs*,2021-03-01 12:56:17,"지금 한국에서 여론조사믿는사람 있을까!?

참고 : 윤석열 은 박근혜 탄핵을 합법화하는 핵심수사요원이엇다!. 즉 2016년 12월 ~ 2017년 5월박근혜 정부의 국정농단 의혹 규명을위한, 박영수 특별검사팀장밑에서 국정농단핵심을 밣이는 수사팀장 으로 수사한 인물이다.
박근혜 엉터리탄핵은, 2016년12월~2017년5월까지박영수 특별검사팀의 수사도끝나기전에 , 2016년 12월 9일 오후 4시 10분에 탄핵소추안이 국회에서 가결, 2017년 3월 10일, 헌법재판소 가결하여, 박근혜는 대통령직에서 파면되었다.

박근혜 탄핵의 주모자 핵심수사요원 윤석열을, 보수계의 대통령후보로 추천하는이유는, 현실적으로 문재인 대통령 과 추미에 법무장관의 압력에 잘 버텨내는 능력자 이기때문이다.
1, 문재인 대통령의 최측근?의 조국부부의 부조리를 파혜처서 올바로처리했다는것
2, 청와대의 직권남용을 파혜치기위해서 청와대의 울산시장 선거 개입 의혹과 유재수 감찰 무마 사건등 청와대를 수사했다는것.
3, 권력수사 차단을위해서, 윤석열 참모진을 완전 해체’하는 검찰인사는, 추미애 법무장관이 문재인 대통령의 재가를 받아 단행했다?. 이같은 수사방해이자 직권남용에의해서, 윤석열 검찰총장의 참모들이 단 한 명 예외 없이 좌천됐다. 심각한 것은 수사 대상자들이 앞장서서 수사팀을 해체한 점이다. 인사를 주도한 추미애 법무장관과 청와대 민정수석실 비서관들은 검찰 수사 대상이다. 추 장관은 사건당시 민주당 대표였다. 그후 최후까지 윤석열은 문재인대통령과 추미에 법무장관의 압력에 잘 버텨낸 능력자 이기때문이다. 현재 비정상적인 국정을 바로잡을것을 기대하여, 걸어보자는 것이다 !."
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,이현*,2021-03-03 08:13:11,틀니딱딱 사회의암
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,hongs*,2021-03-01 12:43:26,"한국사람중에 여론조사믿는사람 몇이나될까!?

국민의51%가넘는보수계(保守界) 의 차기 대통령후보를 누구를 추천하시겠읍니까 !?
다음은 필자 본인 의 추천인물 : *반기문 *조원진 *윤석열 *김관진 *김진태 *김문수 *이정현 *우병우 . 추천된 후보자들이 공평하게경쟁하여, 보수계내 와 국민전체 의 지지자들을 합게해 최종적으로, 보수계단일(單一)대통령 후보자로 추대한다 !.

참고 : *반기문은 대한민국의 제7대 외교통상부 장관을 역임한 외교관이자 제8대 유엔 사무총장이다, 충청북도 음성군 원남면 출신이다.
출생: 1944년 6월 13일 (76세),
*조원진은 대한민국의 정치인이다. 우리공화당의 홍문종 의원과 공동 당대표로서의 3선 국회의원이었다. 2016.08~2016.12 새누리당 최고위원
출생: 1959년 1월 7일 (62세), 대한민국 대구광역시 성당동
* 윤석열은 대한민국의 제43대 검찰총장이다.
출생: 1960년 12월 18일 (60세), 서울특별시 서대문구 연희동에서 태어났다.
*김관진, (71세) 육군대장 예편, 이명박 박근혜 정부 제43대 국방부 장관,
박근혜 정부, 국가안보실장 역임
* 김진태는 대한민국의 검사 출신 법조인이자 제19•20대 국회의원인 정치인이다.
출생: 1964년 10월 13일 (56세), 대한민국 춘천시
* 김문수는 대한민국의 노동운동가 출신의 정치인이다. 제15•16•17대 국회의원과 제32•33대 경기도지사를 지냈다.
출생: 1951년 8월 27일 (69세), 대한민국 영천시
* 이정현　：동국대학교 정치외교학과 겸임교수、　청와대 정무수석
새누리당 최고위원 새누리당 대표 역임
출생　: 　1958년 10월 13일 (62세) 대한민국 전라남도 곡성군 목사동면
*우병우는 대한민국의 검사 출신 법조인　신념 과 불굴의 투지의사나이,
박근혜 정부 제4대 민정수석비서관을 지냈다.
출생: 1967년 1월 28일 (54세), 대한민국 봉화군

https://www.*****be.com/watch?v=x9tIs41iJnI&t=20s"
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,????최재*,2021-03-01 19:19:25,쓰레기들을 정리해 놓으셨네??
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,이현*,2021-03-03 08:11:58,틀니딱딱 사회의암 계층
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,12402555*,2021-03-01 11:12:31,윤씨가 15%? 잘하면 호스티스 출신 영부인 나오겠다. 당신이 윤씨를 지지한다면 당신은 대한민국에서 15% 안에 드는 무식한 사람임을 인정하고 싶진 않겠지만 인정해야 한다.
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,1962906*,2021-03-01 10:48:07,나라가 망해도 나만 대통령하면 그만
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,고숙*,2021-03-01 11:55:19,개
이재명 대선주자 선호도 23.6%로 1위 유지…이낙연·윤석열 2위,2021-03-01 10:07:00,임종*,2021-03-01 10:39:08,ㅋㅋ 짜장 홍표 새대 칠푼이 넘웃김
"야권은 '도쿄 아파트' 쟁점화…""MB 사찰에 쫓겨가""",2021-03-22 20:18:00,조지*,2021-03-23 23:38:53,도쿄에 아파트가지고 있으면 안되나? 그게 죄냐? 불법적으로 부당하게 도쿄에 아파트를 산거면 뚜드려 맞아야지... 근데 자기가 자기돈으로 부동산투자한게 먼잘못이지? 심지어 저게 우리나라도 아니고 일본인데? 일본에 부동산투자해서 이득봣으면 애국한거 아니냐? 왜 진보만 티끌한점없이 깨끗해야되고 거지여야되지? 존나웃기네 ㅋㅋ
"야권은 '도쿄 아파트' 쟁점화…""MB 사찰에 쫓겨가""",2021-03-22 20:18:00,고숙*,2021-03-23 03:53:55,원 죄는 국민의적 친일역적 들에게 있었다.
"야권은 '도쿄 아파트' 쟁점화…""MB 사찰에 쫓겨가""",2021-03-22 20:18:00,윤수*,2021-03-23 00:40:01,"성일종! 이런게 국회의원이라니 도쿄에 집 있다고. 토착왜구에 도쿄 시장이나 하라니 그럼 해외에서 집 있고 거주까지 하는 사람들은 뭐냐?
난 독일 사는데 그럼 친독 매국노고 일본 사는 사람은 다 친일 매국노겠다.
그러니 국민의짐 이라고 하고 친일당이라하지...."
"야권은 '도쿄 아파트' 쟁점화…""MB 사찰에 쫓겨가""",2021-03-22 20:18:00,이창*,2021-03-23 12:25:17,"씨레기들이국개를해서그래요
사람이이해를합시다
반려견으로생각해야"
"야권은 '도쿄 아파트' 쟁점화…""MB 사찰에 쫓겨가""",2021-03-22 20:18:00,이동*,2021-03-22 22:34:36,파면 팔수록 mb정권 비리가 나올것 같은데? 쿠킴당 비리도 같이?
[국회M부스] 정당보조금 연간 9백억 시대…감사도 안 받는데 세금을?,2021-03-25 14:46:00,Sunhaeng Par*,2021-03-25 16:32:42,"유튜브에서 131270thebest를 검색시청하시면 신의 존재증명, 천국 과 지옥, ** 받는법, 기도하는법, 축복과 전주, 악의 존재이유, 요한계시록, 이긴자와 144000, 유일신, 최후의 심판, 정의, 양심으로 ** 되는지, 성령 받는법, 등등 설명을 들을 수 있습니다."
[국회M부스] 정당보조금 연간 9백억 시대…감사도 안 받는데 세금을?,2021-03-25 14:46:00,무심이 최고*,2021-03-25 16:11:39,이런 세금 지급은 지금 미얀마 군부가 기업을 사유화하고 있는것이나 전혀 다를바가 없는 짓이다.. 왜 이런 세금을 지급해야하나? 그리고 국회의원숫자가 적은 구김당이 더많이 받는 이유는 또 뭐냐? 민생당은 국회의원도 없는데 왜 지급하고 있나
[국회M부스] 정당보조금 연간 9백억 시대…감사도 안 받는데 세금을?,2021-03-25 14:46:00,김영*,2021-03-25 16:04:51,국힘당이 수십년간 엄청난 국고를 해쳐먹었다.ㅠㅠㅠㅠㅠ
"박영선 ""검찰 정치화 의도""…야권, 단일화 '설전'",2021-03-15 06:19:00,3495780*,2021-03-15 11:00:27,"박 시장의 사인은 전신이 허공에 매달린 질식사(목 졸림)다. 이때 심장 박동이 정지되면 중력 작용으로 혈액이 몸 아래쪽 모세혈관 내로 침강하면서 자줏빛 반점(시반)이 시체의 손끝, 발끝, 다리 아래쪽에 생긴다. 그러나 박 시장의 시신에는 시반이 뒷덜미, 허리, 등, 허벅지에 나타나 있다. 즉 타살된 뒤 옮겨진 것이다(주범 김정숙). https://blog.naver.com/cnamsung/222170443857"
'들쭉날쭉' 여론조사…팩트체크로 정확한 민심 읽기,2021-03-08 20:52:00,Won-Seok Gi*,2021-03-10 19:23:07,"국어 발음규칙과 음운법칙상 상호동화 현상은
/ㄱㄹ/ 음소환경에서만 일어난다.

/ㄱㄹ/이 [ㅇㄴ]으로 발음되는 현상이
국어 음운법칙에서 상호동화 현상이다.

그래서 {독립}이 [동닙]으로 발음되고
{백로}가 [뱅노]로 발음되는 것이다.

그러나 {윤석열}의 {석열}은 음소 조건이
/ㄱㄹ/이 아니고 /ㄱㅇ/이다.

따라서
/ㄱㅇ/은 절대로 [ㅇㄴ]으로 발음될 수 없다.

윤서결은 어감(word sense)이 흉하고
윤성녈은 어감이 흉하지 않다.

그러므로
썩을놈을 어감 좋은 [윤성녈]로 절대로
쉴드치지 말아야 한다."
'들쭉날쭉' 여론조사…팩트체크로 정확한 민심 읽기,2021-03-08 20:52:00,Won-Seok Gi*,2021-03-10 17:36:47,"윤서결은 끝장난다.

앵커는 바른 국어 사용에 책임이 있다.
국어 발음규칙과 음운법칙을 공부하라.

이낙연은 [이나견]으로 읽으면서
윤석열은 왜 [윤서결]로 읽지 않나?

내가 여기서 누차 지적했지만,
윤석열의 한자 표기가 尹錫悅이다.
尹錫烈이 아니다.

尹錫悅의 한글 표기는 윤석열이고
尹錫烈의 한글 표기는 윤석렬이다.

윤석열의 맞는 발음은 [윤서결]이고
윤석렬의 맞는 발음은 [윤성녈]이다.

따라서
윤석열을 [윤성녈]로 발음하는 것은
명백히 틀린 발음이다.

윤석열을 윤성녈로 발음해야 한다면,
이낙연도 이낭년으로 발음해야 한다."
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,재*,2021-03-17 12:23:08,막상 레이스 땅 하면 반기문짝 나지
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,천*,2021-03-12 06:58:09,잠룡이라 하기엔ᆢ 아무나 후보내니 제 2의 박근혜 또 나올라ᆢ
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,이창*,2021-03-09 17:57:51,윤씨꼭완주해라
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,Sunhaeng Par*,2021-03-09 16:22:54,"유튜브에서 131270thebest를 검색시청하시면 신의 존재증명, ** 받는법, 천국 과 지옥, 축복 과 저주, 기도하는법, 요한계시록, 악의 존재이유, 최후의 심판, 이긴자와 144000, 정의, 유일신, 양심과 **, 성령 받는법 등등 설명을 들을 수 있습니다."
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,천*,2021-03-12 06:59:23,성경이나 읽으세요ᆢ이상한 데 기웃거리지말고
[국회M부스] 지지율 '따상' 윤석열 등장에 꿈틀대는 野 잠룡들,2021-03-09 10:47:00,2944717*,2021-03-09 15:30:06,쓰레기 지
[스트레이트] 성소수자 저주·혐오하는 보수 개신교,2021-03-14 20:55:00,박순*,2021-03-15 11:35:40,"이런 편협한 방송을 하네요 기독교안에 있는 모든 사람도 국민이라는 사실을 잊지 말아주세요.
차별 금지법은 서로를 갈라지게 하는 말만 차별금지지 그 안은 대부분 국민을 분열시키는 나쁜법입니다."
[스트레이트] 성소수자 저주·혐오하는 보수 개신교,2021-03-14 20:55:00,김희*,2021-03-15 00:18:19,기독교만반대한다고요? 아이를둔 국민대다수가 반대합니다 동성애자들을 혐오하는것이아니라 소수를위해 대다수의 사람들을 혐오하는 집단으로몰고 반대하는사람들의 목소리를 역 차별하는 이사회에대해 우려하는겁니다 우리아이들이 자연의섭리대로 살아가길 바라는것이 왜혐오가되나요 ? 성이 즐기기만하기위해 있는겁니까? 성은 생명과땔래야 땔수없습니다 그건 인간이아닌 동물도압니다! 오히려 기독교 혐오프레임만드는 악의적인 편집 대단합니다진짜ㅡㅡ
[스트레이트] 성소수자 저주·혐오하는 보수 개신교,2021-03-14 20:55:00,김정*,2021-03-14 22:38:20,"이런 방송으로 국민을 현혹하려나본데 웬만한 사람들 분별할 줄 압니다. 프로그램 제작한 사람이나 방송하는 진행자. 기자나 참 한심하기 짝이 없네요
동성애 금지. 차별금지법 반대합니다."
[스트레이트] 성소수자 저주·혐오하는 보수 개신교,2021-03-14 20:55:00,이호*,2021-03-14 21:15:11,"동성애 옹호하는 프로그램 내보내지 마세요
항문성교가 정상입니까?변나오는 구멍입니다
순리대로 삽시다!!구역질 납니다!동성애자가 그렇게 되기까지 들추어보면 그렇게 될만한 계기나 상처가 꼭 있었습니다.옹호할걸 옹호해야지 그들 정신병 마음의 병을 치료해야할 문제입니다!!!분별 좀 하세요
국민들이 보고 있는 방송에서 내보낼게 그렇게 없나요
아님 기자로 아나운서로 먹고 살려고 몸부림치는거로 밖에 안보입니다.소수를 위해 다수를 역차별 하지 마십시요!!!동성애 인정해주면 소아성애자 . 소수성애자(동물성교)다 정당한거라고 들고 일"
"야권 '기호' 대논쟁 ""4번 달면 패배""…""2번은 7연패""",2021-03-03 10:36:00,구재*,2021-03-03 11:11:27,"국짐 후보는 경쟁력이 없다.
안철수는 내가 경쟁력이 있다.
김종인은 안철수를 입당 못시켜 서울시장 당선 못시키면 내일이 없다.
안철수는 김종인이 쫄리고 있다는 것을 안다.
재밌네..."
"민주, 재보선 野 후보들 향해 총공세…""치욕이자 시민의 짐""",2021-03-12 15:08:00,유병*,2021-03-23 12:17:51,"야권단일화되니까
개 발악들 하는구나
차기 국회의원 선거때
김태년을 비롯한 민주당 대거 낙선할것이
뻔히 는앞에 보인다."
"""정치검찰 끝판왕""…야당은 ""힘 합치자""",2021-03-05 06:30:00,김태*,2021-03-05 08:45:04,"야는 보수쪽에서 손내미니 올쿠나 정계로나가모 대것다 싶겠지
나가바라 니입에맞는가 대권 우끼내"
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,이*,2021-03-24 10:56:17,도대체가 언행 불일치에 논리가 빈약하고 공감능력이 몹시취약...검찰의 수장까지 했더라도 능력이라기 보다는 검찰이라는 조직자체가 어이없게도 허술하고 취약함 ! 문대통령 인사책임도 한 몫
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,너하나로 충분*,2021-03-07 09:29:59,개 쓰레기 만도 못한놈 지들만 살려고 수장하는거냐 진작 떠났어야지 나라 시끄럽게 만들어놓고 암튼 양아치가 따로없다
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,너하나로 충분*,2021-03-07 09:22:41,박근혜처럼 되겠지 검찰개혁도 못한 놈 ㅜㅜ 안철수 겉으로는 ㅋㅋ 속은 위기감 ㅋㅋ 경쟁상대니깐
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,고숙*,2021-03-06 13:43:16,"정치개검 개썩럴이 선배검사 여자를 낚아챈넘, 돈많은 이건이 돈으로 뱃대기 채우다 돼지새끼 돼버렸내."
"'계획된 사표' 윤석열, 정치인 출사표는?",2021-03-05 20:07:00,김태*,2021-03-06 11:40:15,"그래바야 일장춘몽이다
봄에꾸는꿈은 개꿈이대다수다"
