제목,날짜,작성일,작성자,댓글
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 15:09:00,김성진,"유승민씨, 당신이 윤석열과 겨뤄 이길 수 있다고 확신하는 것입니까?"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 14:48:00,pppsy****,이제 사라질 만도 한데...뭐라도 해보려고??
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 14:26:00,Ong Ya,https://www.youtube.com/watch?v=SEVTSA1MvOo&ab_channel=TBS%EC%8B%9C%EB%AF%BC%EC%9D%98%EB%B0%A9%EC%86%A1
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 13:32:00,달마,"그렇지요
어차피 쓰레기는 처리장으로 다 모이지요^^"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 13:05:00,이종재,"승민아 합치건 죽이되던 넌 빠져라 !
니가 낄곳이 아닌기라 자슥아
은혜을 웬수로 갚는자는 말로가 비참해야
정의가 바로서지 안그러냐!"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 13:36:00,ys kim,@이종재 아자씨! 태극기부대?
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 17:27:00,이종재,"@ys kim 부대라는 말이 거슬린다
우리가 군대인가
시위하면 시위부대인가 ?"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 12:55:00,정의와 공정,"그래 쓰레기는 한 곳으로 모여야 치우기가 좋거든
병신같은 놈들 하는짖이 너무나 웃기네 ㅎㅎㅎ"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 12:46:00,그러게,흠 흠 친박연대 지맘대로 권력 못휘두르니까 탄핵에 압장 서신분들 아니신가가
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 12:23:00,서방,"어림없는소리마라 제3지대에서 조용히 부처모습으로 훈수정치하시다
날파리는 쫏아내시고 범털 김무성 이회창 반기문 모시고 무소속대선출마"
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 13:38:00,ys kim,@서방 김무성 이회창 반기문 지금빵에있냐 ? 범털이게 그럼 개털은 누굴까?
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 12:18:00,mssgm,쓰레기장에 가면 쓰레기가 되는 거고. 완전폐기처분
유승민 “윤석열 어차피 국민의힘과 합칠 것… 가장 경쟁력 있는 야권 단일후보 뽑아야”,2021-03-29 10:48:00,2021-03-29 12:15:00,반가운이,"유승민이가 누구야?
아직 정치 은퇴 안했나?ㅋㅋㅋㅋ
꼴에 뭔 할말이 있다고 나서나.
너는 그냥 쪼그라져있어."
[김호기 칼럼]‘2022년 대선’의 시대정신(2),2021-03-30 03:00:00,2021-03-30 21:26:00,엄태경,"위의 제 글에 오탈자가 있네요!
'세계행보고서'를 '세계행복보고서'로 바로잡습니다."
[김호기 칼럼]‘2022년 대선’의 시대정신(2),2021-03-30 03:00:00,2021-03-30 19:45:00,엄태경,"나는 당신께서 본질을 잘못 읽었다는 생각이 듭니다. 아래는 당신의 결론입니다.

""자, 결론을 내리자. 시대정신이 복수라면, 2022년 대선의 시대정신은 ‘공정사회’와 ‘해결사로서의 국가’가 될 가능성이 높다. 국민들은 언제나 정직하다.""

저의 결론적 시대정신은 신뢰사회입니다. ""국민들은 언제나 정직하다""도 과도하고 근거없는 주장으로 보입니다.

2021년 세계행보고서가 우리나라의 문제점을 정확히 제시해 주고 있습니다. 보고서가 이렇게 말하고 있습니다.

""바보야! 문제는 신뢰야!""

국민은 언제나 정직하다보다는 때론 국민도 부정직할 때가 있다고 보는 게 맞을 것 같고, 현재 우리국민들은 욕망의 바구니에 담긴 공정을 말하는 것으로 보입니다. 우리사회가 오랜 생존중심형사회를 살아오고 있다는 큰 흐름을 보지 못한 해석으로보입니다.

신뢰문제를 중심으로 문제를 해결하면 당신의 두 문제도 풀릴 수 있지만 당신의 시대정신으론 결코 시대정신이 현실이 되기 어려워 보입니다."
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-05-07 15:57:00,ksmoon,"철저히 준비된 대통령 DJ 만한 인물을 기대하는 것은 아니지만, “깜”도 안 되는 어중이떠중이들이 정치판에 불나방처럼 모여들어 혹세무민(惑世誣民)하고 있는 꼴이 가관(可觀)이다. 대통령은 교체(交替)할 수도 반품(返品)할 수도 없다. 전라도. 경상도 따지지 말고 현대판(現代版) 신언서판(身言書判)을 고루 겸비(兼備)한 대통령을 선택하는 것은 세계가 알아주는 똑똑한 일류 국민의 몫이다."
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-27 13:19:00,한슬마로,"※ 이 자가 왜 나와----
배신자... 문 정부가 들어서게 한 장본인...
도둑놈의 개도 그 주인을 배신하지 않는다."
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-27 08:27:00,명준아빠,태극기 부대나 대깨문이나 정치에 이용당하는 모지리들인건 매한가지인듯....
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-27 08:26:00,명준아빠,친박찌거기들과 태극기부대 이런것들 다 청소않하면 또 답없슴. 지금 문재인 친문강성또라이들 과 대깨문때메 망한것 보고 좀 각성해라....
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-24 23:12:00,소양강뱃사공,유승민과 김무성은 주딩이를 닥치고 있기를 바란다.
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-16 23:23:00,i635****,"여태 납작 엎드려 있더니,
무! 부상???
꿈 깨라, 국힘에게 무슨 미래가 있다고!...."
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-15 22:22:00,김성진,유승민은 국민들이 수준을 알고 있기에 초선의원들을 기대해 봅니다.
초선·유승민계 당 중추로 부상,2021-04-13 21:05:00,2021-04-15 13:23:00,ksi,국민의힘 유승민전의원 또 망한다.
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 13:13:00,황태자의 꿈,"故 노무현 대통령의 말년을 생각해보면
현재 상황을 심각하게 봐야한다.
임기 말을 마루리 할 인사정책과 민심을 헤아리는
암행감찰반을 운영하는것도 바람직 할것이다.
일부 당내 정신나간 회색분자들을 과감히 배척하고
강성 문빠들의 병풍을 걷어내는것과
같은 민족인 북쪽과 모든 수단방법을 동원하여 대화를 시작하고
우리민족의 일인 남북통일과 민족화합을 위해 노력하라.
그러기 위해서는 미국의 간섭에서 벗어나
양국 지도자들의 종전선언,평화협정,을 맺어 세계만방에 선포하는
쾌거를 보여주고 민족의 역사에 길이 남는 현명한 길을 택하라!"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:50:00,반가운이,"민주당은 처절하게 변해야산다.
2~30대는 자기들에게 불리한 반칙과 불공정은
용납하지 않는다.
그리고 그들은 진보와 보수를 크게 개의치 않는다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:36:00,모두가 행복한 세상을,국민의힘이 보수꼴통 몇 명과 태극기 부대 멀리한 것도 이번 보선 결과와 무관치 않을 것이다. 민주당도 정신나간 문빠나 극좌세력들 정리해라. 제 손모가지 자르는게 어렵겠지만.. 그렇지 못하면 다음 대선도 참패할 것이다.
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:34:00,정의와 공정,민심을 사기친 개경향과 개언론들 친일대기업에게 얼마나 받아 처묵었나 ?
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:17:00,두루두루살자,"정신차려라..... 니네가 이뻐서 표 줫다고 생각마라...
180석이면 머든 할수 있다...
초심으로 돌아가라....
1. 탄핵 세력을 멸종 시켜라.... 어찌 쿠테타반역독재당이 아직도 유지되는가?
2. 검찰공화국을 청산하라...
3. 의료개혁을 해라... 현제 의료체계, 의료교육체계는 의사 기득권 지키기에 불과하다..
4. 언론개혁을 해라.... 혹세무민은 능지처참해라- 이놈들이 기득권에 붙어 서민들 피 빠는것들이다..
5. 기독교를 재 설립해라.... 만병의 원인이다.... 세금을 많이 거두고 진정한 공동체로 만들어라...
이 정도면 앞으로 천년 정도는 정권 주마...."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:12:00,lvo,멸종을 당해도 안 변할 거 같다. 입김 센 놈들이 죄다 숙구 꼴통이니 뭐가 변할까. 이제 국짐을 국힘이라 부르기로 했다. 거기가 차라리 희망이 보인다. 민주 이 놈들은 그 짧은 기간에 그렇게 공고한 수구가 되었네 그려.
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 10:45:00,뉴트리션,"주호영!!! 선거법 수개표로 개정해라, 선관위 조해주가 4.15부~정선거 주범이다.대선에 부~정선거 하면 또 망한다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 15:44:00,바나나21개,@뉴트리션 어이가 엄네 더 할말이 엄따 짜쌰
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 10:44:00,낭중지추,"부동산 하는 자들에게는 표 필요없다고 저 사진에 있는 김두관이가 얘기했지.
이번 재보궐이 그 결과야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
지들은 하면서 국민은 하면 안된다고 떠드는 것들"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 10:22:00,넓고깊게,"민주당은 가만히 있는것이 국민을 위한 것이다.
부동산 투기 관련 각종 규제 만들어, 오히려 민심 혼란만 가중시킨다.
내부정보를 이용한 공무원들 투기만 근절시키면 된다 애꿋은 일반인 부동산 거래까지
규제를 만들어 거래 위축시키면 농지를 보유한 농민들만 어려워진다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 10:21:00,더피플,"민주당은 결국 스스로는 하나도 제대로 바꾸지 못할것이고, 남탓만 하다가 결국 자멸할것이다. 기대가 컷던 만큼 정말 실망스러운 정부, 그리고 더 화가나는건 한심한 민주당이다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 10:21:00,구만리,기래기들은 국민과 간격을 좁힌적이 있냐.너희부터 해결을해라.이 모든 문제가 언론이 바로서지 못해서 이렇게 된거다.너희는 방관자가 아니라 책임을 저야한 것들이야.
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:57:00,bh****,"민주당은 부동산 과다 보유자부터 정리해야 국민이 돌아선다. 박영선씨 일본부동산, 김영춘씨는 부산시장 후보가 서울집, 이래서는 안된다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:49:00,dunkel,개 호로 잡는 들이라 아직도 정신머리 없는 짓들이나 하는구나 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:23:00,CASSANDRA,"민주당, 좌파 정치 무리 ==> 글루밍 적폐
글루밍 성폭력이라 하면 어린애들에게 다가서서 친근하게 대해주고,
대화도 해주고, 다 들어주는 척하면서 자기들 욕심을 채우는 범죄..
민주당, 좌파 정치인들은 서민들, 청년들, 약자들의 얘기를 들어주는 척,
다가서고, 친근하게 챙겨 주는 척하면서...뒤에서는 자기네들 욕심..
성적 욕심, 부의 욕심, 권력 욕심을 다 챙기는 범죄인들...
이제 국민들이 글루밍 적폐인 민주당에 완전 속아서 엉망이 됐다고 깨달은 거지...
작년 총선까지는 글루밍에 속았고..."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:22:00,shimheungman,"솔직히 이런게 신문이냐 아니면 분란을 조장하고자 하는 자들을 대변하는거냐
민심이 무엇이냐 한마디로 웃기고 자빠졌네
검찰 언론개혁 하지말고 부동산투기 방조하고 기득권을 보호해야 하는가
강력한 검찰개혁과 언론 부동산등 사회전반의 부조리를 쇄신해야한다
국민과 간극이 무엇인지 말을 해야지 뭉퉁거려 그쪽으로 몰고가려는 의도가 아닌가
민주당은 6대범죄 수사권도 중수청으로 하는 검찰개혁 완료하고 언론과 부동산을 다수의 국민을 위한 정책으로
완결하라
종편이나 언론들은 기득권을 포기하기 싫어 최후의 저항과 발악으로 발버둥치며 발광하고있다
국민들의 눈과귀를 가리려하지마라
쓰레기에 불과한 기레기일 뿐이다
누워서 침밷는 누를 범하지 마라"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:14:00,마이크2017,"민주당은 대깨문을 중용해서 더 강하게 나가야 되유.
검수완박 멋진 걸 왜 빨리 안하남유.
조국이를 다시 범무부 장관에 기용하기는 그러니께 검찰총장으로 기용해서 검수완박하세유."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:05:00,명준아빠,"다시 정치의 계절이 왔구나... 민주당 두번 못해먹는구나 이번엔 ...... 결국 부동산, 친북, 싸가지없는이미지 극복을 못하는구나......."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:02:00,ldra****,"친인척에게 국회의사당내 레스토랑 운영권을 주고 전기세 등 관리비도 국회세금으로 납부해줘도 아무 문제삼지 않으면서,, 겨우 표창장 위조 혐의만으로 징역 4년이라고? 기득권 계급인 언론사 사주, 검사, 판사들의 합작품인거지"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:12:00,마이크2017,"@ldra**** 너같은 세뇌된 대깨문들이 있는한 희망이 보인다.
조국은 4년도 약하지."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:50:00,자유영혼,더불어망할당과 문정권은 절대 변할 수 없다. 더 이상 국민의 삶을 지옥으로 몰아넣지 마라 더럽고 역겨운 무리들 얼른 사라져 어뵤어져라
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:49:00,CASSANDRA,"대한민국이 가장 안정화한 시기는 이명박정권이 아니었나 싶다.
글로벌경제 위기, 신종플루도 잘 넘어갔고,
부동산,일자리도 안정화 됐고
경제성장도 지속적이었고...
그런데, 문재인에 의해서 적폐란 미명하에 17년 형을 받고 감옥에 있으니...
문재인정권에서 일어난 부정부패,뇌물비리,성추행,부동산투기, 빈부격차,일자리없애기,경제파괴....
문재인은 과연 감옥에서 몇 년을 살아야 되는거야???
이명박 기준으로는 사형감일거 같은데..."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 15:47:00,바나나21개,"@CASSANDRA 응 그래서 새빨간 거짓말입니다 궁민여러분 했나?
그래서 지금 빵에 가 있나?"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:36:00,명준아빠,"민주당 조국(사회주의자 : 청문회때 본인이 자기는 사회주의자라고 이야기함)을 차기 대통으로 하려다가 실패
입법기관 국회장악(부정선거 의심) 공공의료로 의료장악. 코로나 정치방역(개인정보 확보). 검찰.법원장악으로 사법체계 무력화. 토지국유화 아파트 고의적으로 폭등시키고 세수확보후 아파트 공공재화로 사회주의 경제 완성.... 야 이정도면 태극기 부대가 민주당 빨갱이라고 말하는 애교 정도가 아니고... 민주당 사회주의당이라는거 팩트아니냐? 모르겠냐?"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:34:00,블루스리,잘하고 있다 계속해서 그 모습으로 내년 3월 까지 쭈~욱 가자
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:24:00,명준아빠,민주당 국힘지지하는 사람들 이해가 않간다. 태극기부대나 문빠나 똑같은 모지리들... 국민이 투표로 뽑았으면 그다음부턴 무조건 감시야...똑바로하는지 보고 지적하고 않되면 끌어내리고... 조건없는 지지가 어디있냐 모지리들아... 저자리 올라가면 다 해먹으려는게 속성인데... 정의 공정 시대정신 이런거 다 선거구호지 ....정신들차려 그렇게 빨렸으면 이제.......
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 09:09:00,기쁨,"@명준아빠 직접 민주주의 하지 않으면 감시할 방법이 없고, 임기까지 그냥 시민들 개무시하는 제도요. 선거때만 주권자로 대우하고."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:20:00,ferne****,"오세훈은 서울시장에 당선이 된 것이 아니라 당선 당한 것이다 BY 문통/민주당 무능 실정.
현 민주당 = 도로 열린우리당
태극기부대 : 친문 = 적폐 : 신적폐.
민주당은 내년 이맘때쯤 대선 패배에 대한 반성문 쓰고 있을 것이 자명함"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:09:00,짜이,기사는 기자생각을 쓰는게아니라 보편타당한 일반적인 시민의 공론화된 내용을 글로 옮기는 거란다 위대한 경향신문 기자님
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:06:00,Ted Che,"무능한 정세균 오직 2.5% 지지율가지고 오직 대통에만 생각
지금 문제인은 퇴임후 안전에만 올인
그 걱정을 부추기며 이익을 챙기는 주위 세력들
지금 이낙연 추미애 지지율은 올랐음
시장선거 패배는 무능 정부 때문이지 개혁 때문이 아님
사실 여론을 왜곡하는데 열심인 이 기레기들이 일반 국민보다 머리가 나쁨
똑같은 환경에서 경쟁했으면 무능 백수들로 남았을 확율이 큼
안 썩은 곳이 없음 정권말에 혼란기를 틈타 설쳐대며 국민을 바보로 아는 이 자들을 주시해야"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:02:00,nbv,"야 야 철없는 언론 기사쓰는 수다꾼들아
가정 불화도 오래 가는데 일개 정당 불화가
며칠내에 해결되냐? 철없는 기사에 허우적대는 긍민들"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 07:58:00,sj****,"대한민국 건국 이래
유일한 진보 대통령은 박정희 밖에 없다
가난과 굶주림과 내일에 대한 아무런 희망 조차도
없고 대부분의 국민들이 농사로 근근히
끼니를 때우고 있을 때 새벽 아침에 나팔을 불며
잠자든 대한민국과 국민들을 일시에 일깨웠다
이후 그가 이룩한 수많은 업적들
이루 나열 할수 조차도 없다
일순간에 배가 부른 국민들을 이용 좌파 새끼들이
그 양반을 폄해 하기 위해 오늘 날 까지 결사 항전 하지만
세월이 흐를수록 그 양반의 위대함은 돋보일 뿐
한편
촛불을 이용해 어부지리로 집권한 문쩝쩝이 정권
이 엉터리 좌파 정권은
한국형 계급투쟁에서 가장 중요한 부동산 문제의 처참한 실패로 적어도 전체 인구의 절반 이상에게 큰 고통을 안겨주고, 빈부 격차를 심화시킨 세력으로 진보는 커녕 중범죄 행위를 저지른 자나
다름이 없다
이들은 절대적으로 국민들 한테 고개를 숙이지 않는다
지 들이 최선이고 최고이다
조국 사태가 모든걸 함축하고 있다
현재의 모든 고통과 문제를 과거 책임으로
돌리고 미래에 대한 아무런 관심도 없고 대책도 없고
오직 권력 유지에만 관심이 있을뿐
그리고 그때 그때 이벤트나 쇼 행사로 국민들
현혹 시키는 스킬에만 올인
그리고 장악한 언론을 통하여
지속적으로 마타도어 행위를 할 뿐
김어준이란자가 대표적 사례"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 11:19:00,로케트황,@sj**** 이젠 박정희가 진보란다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 07:48:00,도랑,"강성 친문을 버리지 못하면 강성 친문에 의해 민주당과 청와대는 끝날것이다 단적인 예로 태극기 부대를 보라
저들은 남을 이해 하지 않았고 이해 할려고도 들지 않았다 자칭 강성 친문들과 판박이였다
그렇지만 태극기 부대는 일말의 양심은 있었다 이번 보궐선거때 저들은 스스로 태극기를 내려놓았다
선거에 도움이 전혀 되지 않는다고 태극기를 스스로 내려놓은 것이다
그런데 강성 친문들은 민주당 청년 의원들의 자기 반성때 조국을 문제 삼았다고 해서 인격 살인까지 했다
심지어 삼선 사선 의원들도 초선의원 청년의원들을 비난 하는데 힘을 보탰다 친문을 버려선 안된다며
큰 목소리로 외쳐되고있었다 이래놓고 국민들껜 고개숙여 4년간의 잘못됨을 사과했다 진정성을 국민이 믿을까
형식적인 고개 숙임을 국민들은 다알고있다 자기 반성없는 강성 친문들만 빼놓고"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 05:46:00,수서현,김종니 안철수 막장 드라마는 눈에 안보이는 기더기
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 08:07:00,nbv,"@수서현 박정희가 진보라는 무식한
박정희 전두환때는 온땅이 개발이 안돼서 땅만 팟다하면
경제성장이었지만 지금은 땅 팔곳도 거의 없고 기술밖에
살길이 없는시대에 기계발달과 고인금제로 기업이 이민가고
일자리는 없어지고 박정희 타령이나 하고 앉아서 비판이나 평생하고 있어라"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 04:49:00,구이,"민심이 돌아선 것에는 민주당 자체를 싫어하는 것만 있는게 아니라,
오히려 현정책의 방향은 지지하나 그 강도를 더 세게 하지 않은 것에 대한 실망도 있는 것인데,
마치 전자만 있는 것처럼 생각한다면, 그것은 기자의 한계다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 07:08:00,명준아빠,"@구이 나 문재인한테 투표했고 보수도 아닌데 요즘 민주당하는거 보면 문재인 치매설, 민주당 사회주의라고 하는거 맞는거 같어....."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 07:06:00,명준아빠,@구이 해쳐먹는게 개혁이냐? 그리고 민주당 싸가지없어서 망한거야.... 대깨야....
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 04:28:00,윤일근,"총선 싹쓸이의 오만이 그리 쉽게 변질될 것인가?
''주인 배 부르면 종의 밥 짓지 말라 한다'는 속담 대로다.개구리 올챙이적 생각 못하는 법이지. 쫄쫄 굶겨야 자기 한짓을 알아볼까 ? ㅡ˃ᴗ˂"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 04:27:00,느티나무,"민심 파악을 못 했다는 기사에 전적으로 동감한다
언론 검찰 사법 행정 토왜 등등 강력하게 개혁을 하길 바래서
180석이나 밀어 줬는데도 아무것도 한 게 없어 보이니 민심이 돌아설 수 밖에"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 03:41:00,Hyoung Park,"태생이 자본주의론에 기본한 계급투쟁에다가 온갖 사고가 해방후 정국에 좌우가 대립하던 시각에 머무는 더불어 민주당은 반일 친중, 종북, 무의식적반미에다가 반자본주의사고에 선거를 통한 계급혁명을 꿈꾸는 한계에서 못 벗어나고있다.. 삼성가의 지도력으로 이룩한 삼성신화도 삼성내 현대자동차식 노조설립, 삼성가타도로 경쟁력잃고 1990년도의 한국으로 돌아가는 것은 시간문제다.... 시대착오적인 사회주의 투쟁론과 현실의 문제를 인식하는 방법이 다른 더불어 민주투쟁당는 선동과 투쟁밖에 할 줄 아는 것이 없다.. 산업발전과 국가경영에서 빨리 손떼야 한다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 00:49:00,Jay Shim,"민주당???
잊자.
그래도 박그네는
천막이라도 치는 쇼라도 했다."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 01:48:00,로케트황,@Jay Shim 박근혜는 인생이 쇼였는데 뭐.
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 00:34:00,감독,수단과 방법을 가리지 말고 적폐를 청산하라고 쫌
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 00:48:00,grg2k11,"@감독 적폐청산? 적폐가 적폐를 청산한다고? ... 정신차려 이 사람아!... 이미 모든 것이 들통났어. 진정한 적폐가 무엇인지 잘 파악하도록.. 역사는 역사이지 적폐가 될 수 없지. 당시의 적폐가 지금에도 적폐일 수는 없다. 그건 난센스이고, 망상을 쫓아 다니다 망조들었으면 정신 차릴때도 되었자나? 만물의 만사는 다 현재까지의 역사가 있어 형성을 이룬 것이야. 과거의 시와 비는 현재의 씨앗이고, 과거의 비를 청산해야한다고 설치는 것 자체가 오류다 이말이다. 지금은 지금일 뿐이고, 지금에는 지금에 필요한 규정을 지어 따르는 것이 현명한 처사인게다. 멍청한 놈들.. !! 과거로 돌아갈 수도 없는 것이고, 쓸데 없는 짓 하지말고, 현재에 충실토록 하라! 현재는 미래의 씨앗이다. ㅎ 꾼들의 선동에 놀아난 등신들.. ㅎㅎㅎ 왜 멍청이들한테 놀아난 기분이 어떠냐? 또 촛불 들지 그래?"
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 03:51:00,Hyoung Park,"@grg2k11 남조선등신들이 광우병선동, 세월호선동에 놀아나 더불어투쟁당을 찍어 집값엉망만들고 북살인돼지한테 굽신굽신하는 꼴좀 보시지요...삼성가의 눈물겨운 노력으로 이룩한 반도체신화 망가트리려, 압수수색을 밥먹듯하고 총수구속하고 삼성에 막가파노조세우려 발악을 하는 뭉가와 임종석반역자들입니다. 임종석이는 임수경이 북한 보낼때 북괴와 연락망 트더니 그 연락망 중단했다는 얘기 없으니 끊임없이 연락한다고 보아야 겠지요...."
아직도 ‘민심과 간극’ 못 좁히는 민주당,2021-04-12 21:12:00,2021-04-13 00:32:00,민들레한,"'민심이냐 당심이냐?'를 다툴 때가 아니다, 더 한번 해 먹으려는 3선들이여 ㅉㅉ
민심도 아니고 당심도 아닌겨, 이 사람들아!
천심은 '바꾸라는 겨, 그것도 자식새끼 말고 죄다 바꾸라는 최후통첩인겨"", 좀비 비스무레 한심한 자들아!!

2030 의원들 깔보지 말셈.
초선들한테 배우셈.
3선, 능수버들아, 君舟民水 설마 잊은 건 이니지~ ㅋㅋ
아이들은 어른의 아버지인겨!!!"
